"","p_distribution"
"8869",28.095
"8870",29.164
"8871",26.403
"8872",22.468
"8873",25.524
"8874",30.481
"8875",28.745
"8876",29.579
"8877",29.128
"8878",29.587
"8879",26.565
"8880",29.792
"8881",28.01
"8882",27.166
"8883",33.647
"8884",32.259
"8885",33.096
"8886",33.817
"8887",24.375
"8888",30.648
"8889",28.78
"8890",25.662
"8891",27.599
"8892",23.258
"8893",29.119
"8894",26.913
"8895",23.157
"8896",25.557
"8897",27.103
"8898",28.333
"8899",26.641
"8900",27.044
"8901",30.628
"8902",29.338
"8903",25.279
"8904",28.241
"8905",25.139
"8906",32.855
"8907",30.529
"8908",29.805
"8909",28.755
"8910",27.898
"8911",31.571
"8912",23.477
"8913",29.457
"8914",30.105
"8915",28.822
"8916",24.598
"8917",26.282
"8918",31.17
"8919",28.364
"8920",29.188
"8921",29.936
"8922",27.064
"8923",27.847
"8924",30.383
"8925",27.989
"8926",26.427
"8927",27.251
"8928",32.104
"8929",26.884
"8930",27.825
"8931",28.927
"8932",26.373
"8933",25.074
"8934",27.891
"8935",30.576
"8936",26.956
"8937",28.224
"8938",26.006
"8939",31.784
"8940",26.538
"8941",28.216
"8942",28.26
"8943",30.806
"8944",29.019
"8945",27.964
"8946",29.195
"8947",24.676
"8948",32.321
"8949",28.988
"8950",27.59
"8951",29.898
"8952",26.196
"8953",29.508
"8954",27.183
"8955",29.5
"8956",27.89
"8957",26.137
"8958",28.306
"8959",27.371
"8960",25.314
"8961",25.91
"8962",28.172
"8963",28.463
"8964",26.932
"8965",28.821
"8966",29.278
"8967",29.96
"8968",29.17
"8969",27.029
"8970",30.437
"8971",29.787
"8972",28.814
"8973",29.302
"8974",25.337
"8975",28.358
"8976",28.478
"8977",28.073
"8978",29.561
"8979",22.814
"8980",22.104
"8981",27.379
"8982",29.694
"8983",28.651
"8984",29.594
"8985",27.686
"8986",30.662
"8987",30.685
"8988",25.702
"8989",28.564
"8990",27.679
"8991",27.813
"8992",28.986
"8993",28.793
"8994",27.427
"8995",30.46
"8996",30.532
"8997",27.162
"8998",26.669
"8999",28.589
"9000",27.808
"9001",28.026
"9002",26.042
"9003",29.159
"9004",27.697
"9005",28.03
"9006",28.983
"9007",29.943
"9008",28.641
"9009",23.698
"9010",21.886
"9011",27.605
"9012",24.615
"9013",28.957
"9014",24.82
"9015",25.655
"9016",29.224
"9017",29.335
"9018",28.889
"9019",28.357
"9020",23.358
"9021",29.542
"9022",29.349
"9023",28.456
"9024",29.337
"9025",32.542
"9026",26.986
"9027",30.474
"9028",28.963
"9029",26.866
"9030",27.696
"9031",23.428
"9032",29.764
"9033",31.545
"9034",25.975
"9035",29.134
"9036",28.594
"9037",30.167
"9038",27.6
"9039",27.807
"9040",31.665
"9041",29.541
"9042",29.418
"9043",25.198
"9044",28.688
"9045",28.378
"9046",28.819
"9047",29.203
"9048",28.156
"9049",27.859
"9050",27.113
"9051",27.72
"9052",30.351
"9053",30.822
"9054",25.3
"9055",27.648
"9056",32.783
"9057",25.419
"9058",28.588
"9059",29.532
"9060",24.994
"9061",30.132
"9062",30.525
"9063",32.981
"9064",28.279
"9065",29.039
"9066",30.177
"9067",27.471
"9068",30.209
"9069",28.202
"9070",24.151
"9071",28.085
"9072",28.524
"9073",30.413
"9074",29.677
"9075",29.075
"9076",27.298
"9077",28.029
"9078",25.107
"9079",25.287
"9080",28.709
"9081",31.839
"9082",29.845
"9083",31.185
"9084",28.637
"9085",27.609
"9086",29.81
"9087",29.16
"9088",30.988
"9089",31.25
"9090",26.033
"9091",30.642
"9092",26.684
"9093",28.969
"9094",31.878
"9095",31.96
"9096",30.648
"9097",29.522
"9098",25.78
"9099",25.382
"9100",28.148
"9101",27.016
"9102",26.884
"9103",32.461
"9104",27.694
"9105",24.098
"9106",25.478
"9107",29.025
"9108",30.759
"9109",29.514
"9110",27.1
"9111",25.896
"9112",27.126
"9113",25.632
"9114",27.214
"9115",28.768
"9116",28.725
"9117",24.481
"9118",26.557
"9119",28.925
"9120",28.985
"9121",31.667
"9122",28.455
"9123",26.811
"9124",27.228
"9125",27.456
"9126",28.722
"9127",25.565
"9128",20.915
"9129",29.303
"9130",24.949
"9131",29.436
"9132",34.938
"9133",27.623
"9134",29.294
"9135",33.488
"9136",28.322
"9137",26.876
"9138",28.579
"9139",23.5
"9140",27.942
"9141",26.867
"9142",30.783
"9143",31.991
"9144",22.839
"9145",30.334
"9146",24.645
"9147",25.126
"9148",28.284
"9149",22.792
"9150",21.558
"9151",30.022
"9152",26.131
"9153",28.537
"9154",29.008
"9155",28.396
"9156",24.05
"9157",27.976
"9158",29.103
"9159",31.042
"9160",30.973
"9161",27.514
"9162",24.448
"9163",29.333
"9164",27.154
"9165",28.237
"9166",23.846
"9167",28.682
"9168",27.496
"9169",25.783
"9170",27.137
"9171",29.308
"9172",26.191
"9173",28.132
"9174",27.906
"9175",27.193
"9176",29.973
"9177",26.298
"9178",28.578
"9179",28.165
"9180",28.714
"9181",30.762
"9182",27.533
"9183",29.695
"9184",26.828
"9185",27.924
"9186",26.393
"9187",24.743
"9188",29.222
"9189",22.337
"9190",23.161
"9191",29.978
"9192",30.339
"9193",30.125
"9194",28.368
"9195",23.552
"9196",28.633
"9197",28.297
"9198",22.322
"9199",28.764
"9200",26.784
"9201",28.324
"9202",21.442
"9203",26.272
"9204",29.775
"9205",24.346
"9206",25.975
"9207",28.903
"9208",29.749
"9209",31.537
"9210",27.355
"9211",27.259
"9212",25.814
"9213",26.222
"9214",30.755
"9215",27.788
"9216",26.164
"9217",26.235
"9218",29.359
"9219",29.836
"9220",26.12
"9221",26.958
"9222",25.626
"9223",28.975
"9224",27.657
"9225",25.413
"9226",27.802
"9227",26.609
"9228",28.726
"9229",28.313
"9230",24.057
"9231",25.172
"9232",27.028
"9233",29.042
"9234",30.309
"9235",27.748
"9236",29.131
"9237",34.684
"9238",27.199
"9239",26.133
"9240",34.137
"9241",31.099
"9242",28.285
"9243",29.987
"9244",29.612
"9245",25.241
"9246",32.279
"9247",23.306
"9248",29.289
"9249",27.651
"9250",27.996
"9251",29.233
"9252",30.664
"9253",29.682
"9254",27.232
"9255",27.849
"9256",26.355
"9257",29.656
"9258",26.513
"9259",26.809
"9260",28.657
"9261",28.263
"9262",29.327
"9263",26.012
"9264",26.494
"9265",27.766
"9266",26.535
"9267",26.131
"9268",27.553
"9269",29.833
"9270",26.5
"9271",25.919
"9272",32.687
"9273",27.332
"9274",26.123
"9275",27.808
"9276",28.251
"9277",30.06
"9278",30.401
"9279",29.879
"9280",26.263
"9281",25.959
"9282",26.252
"9283",28.16
"9284",24.452
"9285",28.679
"9286",29.318
"9287",29.853
"9288",27.961
"9289",26.912
"9290",28.33
"9291",26.58
"9292",28.029
"9293",32.235
"9294",30.079
"9295",30.191
"9296",29.962
"9297",29.748
"9298",27.131
"9299",29.086
"9300",26.255
"9301",30.856
"9302",27.319
"9303",29.632
"9304",26.478
"9305",26.026
"9306",25.399
"9307",30.673
"9308",26.537
"9309",31.307
"9310",29.737
"9311",27.784
"9312",31.118
"9313",25.496
"9314",22.973
"9315",26.865
"9316",28.161
"9317",27.486
"9318",30.356
"9319",28.361
"9320",31.391
"9321",28.751
"9322",26.076
"9323",29.185
"9324",28.154
"9325",28.02
"9326",28.045
"9327",28.805
"9328",25.84
"9329",27.058
"9330",27.359
"9331",28.447
"9332",23.347
"9333",29.52
"9334",26.322
"9335",28.393
"9336",30.876
"9337",30.737
"9338",29.004
"9339",26.192
"9340",21.423
"9341",24.281
"9342",29.538
"9343",28.721
"9344",20.851
"9345",26.556
"9346",28.624
"9347",26.971
"9348",31.745
"9349",25.38
"9350",30.183
"9351",27.874
"9352",25.465
"9353",30.66
"9354",31.401
"9355",26.594
"9356",28.627
"9357",25.717
"9358",26.384
"9359",26.412
"9360",26.835
"9361",29.053
"9362",30.892
"9363",29.099
"9364",27.946
"9365",29.491
"9366",30.297
"9367",28.615
"9368",27.246
"9369",28.197
"9370",26.112
"9371",25.599
"9372",28.727
"9373",28.48
"9374",31.488
"9375",28.532
"9376",25.952
"9377",29.514
"9378",29.999
"9379",28.228
"9380",23.695
"9381",28.628
"9382",26.013
"9383",26.64
"9384",26.74
"9385",31.056
"9386",25.806
"9387",26.893
"9388",30.183
"9389",29.509
"9390",31.164
"9391",24.943
"9392",24.31
"9393",25.561
"9394",24.3
"9395",26.984
"9396",28.532
"9397",25.211
"9398",28.829
"9399",29.229
"9400",31.614
"9401",29.021
"9402",25.692
"9403",30.632
"9404",25.631
"9405",31.128
"9406",27.007
"9407",29.886
"9408",26.466
"9409",27.1
"9410",30.232
"9411",30.834
"9412",28.87
"9413",29.898
"9414",32.117
"9415",32.413
"9416",29.678
"9417",27.039
"9418",23.667
"9419",27.201
"9420",25.7
"9421",32.196
"9422",28.646
"9423",28.611
"9424",24.089
"9425",25.678
"9426",27.905
"9427",26.747
"9428",29.236
"9429",28.949
"9430",27.745
"9431",29.7
"9432",29.061
"9433",29.158
"9434",32.384
"9435",26.142
"9436",29.092
"9437",29.475
"9438",30.789
"9439",28.237
"9440",27.939
"9441",30.331
"9442",32.869
"9443",27.769
"9444",29.218
"9445",26.226
"9446",29.676
"9447",28.437
"9448",25.26
"9449",31.082
"9450",25.267
"9451",30.738
"9452",28.175
"9453",27.028
"9454",26.675
"9455",30.326
"9456",27.994
"9457",24.353
"9458",28.132
"9459",31.521
"9460",31.167
"9461",26.848
"9462",30.822
"9463",29.635
"9464",27.739
"9465",28.331
"9466",30.547
"9467",27.294
"9468",30.663
"9469",27.353
"9470",26.654
"9471",25.154
"9472",29.36
"9473",25.969
"9474",28.989
"9475",28.827
"9476",24.295
"9477",26.214
"9478",30.734
"9479",22.939
"9480",28.36
"9481",28.472
"9482",23.422
"9483",28.905
"9484",29.615
"9485",27.849
"9486",29.451
"9487",27.951
"9488",26.275
"9489",24.428
"9490",30.136
"9491",30.673
"9492",27.962
"9493",28.078
"9494",26.856
"9495",27.308
"9496",25.43
"9497",33.339
"9498",25.596
"9499",27.209
"9500",24.053
"9501",28.312
"9502",28.484
"9503",27.491
"9504",31.53
"9505",28.712
"9506",29.273
"9507",30.52
"9508",30.863
"9509",21.035
"9510",28.2
"9511",24.423
"9512",24.785
"9513",26.551
"9514",22.843
"9515",30.346
"9516",33.814
"9517",27.271
"9518",26.867
"9519",30.622
"9520",24.547
"9521",29.637
"9522",26.217
"9523",28.822
"9524",28.806
"9525",25.826
"9526",26.617
"9527",25.027
"9528",33.538
"9529",28.935
"9530",23.559
"9531",28.765
"9532",27.463
"9533",21.911
"9534",24.698
"9535",26.839
"9536",29.101
"9537",26.032
"9538",29.291
"9539",23.505
"9540",25.1
"9541",23.432
"9542",28.525
"9543",29.14
"9544",26.483
"9545",29.937
"9546",26.48
"9547",19.522
"9548",26.935
"9549",28.01
"9550",28.535
"9551",24.497
"9552",29.337
"9553",30.037
"9554",24.6
"9555",28.159
"9556",26.209
"9557",25.767
"9558",28.626
"9559",30.636
"9560",24.857
"9561",29.058
"9562",25.381
"9563",26.388
"9564",30.081
"9565",29.881
"9566",29.117
"9567",28.564
"9568",29.358
"9569",31.013
"9570",29.102
"9571",27.221
"9572",25.676
"9573",28.378
"9574",28.507
"9575",26.371
"9576",31.712
"9577",28.461
"9578",24.241
"9579",33.195
"9580",28.934
"9581",25.84
"9582",26.666
"9583",25.301
"9584",27.984
"9585",26.95
"9586",29.038
"9587",22.209
"9588",31.061
"9589",25.256
"9590",28.228
"9591",30.872
"9592",27.134
"9593",31.481
"9594",25.61
"9595",27.693
"9596",32.031
"9597",28.473
"9598",27.37
"9599",27.822
"9600",26.729
"9601",31.751
"9602",29.652
"9603",27.116
"9604",26.703
"9605",27.596
"9606",30.523
"9607",29.053
"9608",29.98
"9609",23.568
"9610",26.345
"9611",26.458
"9612",25.093
"9613",26.876
"9614",25.034
"9615",27.826
"9616",25.658
"9617",26.253
"9618",25.018
"9619",24.555
"9620",28.016
"9621",23.496
"9622",27.436
"9623",29.434
"9624",29.373
"9625",27.782
"9626",30.138
"9627",24.946
"9628",25.036
"9629",27.147
"9630",23.154
"9631",28.015
"9632",27.463
"9633",28.575
"9634",25.367
"9635",29.092
"9636",23.211
"9637",28.081
"9638",28.383
"9639",25.519
"9640",27.418
"9641",26.393
"9642",28.902
"9643",27.901
"9644",29.381
"9645",20.162
"9646",30.164
"9647",27.459
"9648",23.848
"9649",32.394
"9650",29.808
"9651",28.684
"9652",28.297
"9653",30.206
"9654",26.447
"9655",26.491
"9656",30.703
"9657",24.623
"9658",24.48
"9659",25.96
"9660",28.238
"9661",24.829
"9662",23.682
"9663",32.91
"9664",27.476
"9665",23.757
"9666",26.069
"9667",28.264
"9668",28.704
"9669",21.218
"9670",33.013
"9671",28.607
"9672",30.811
"9673",28.044
"9674",24.568
"9675",27.632
"9676",30.114
"9677",28.399
"9678",29.063
"9679",26.001
"9680",31.294
"9681",28.537
"9682",28.703
"9683",30.523
"9684",29.392
"9685",28.896
"9686",28.733
"9687",28.297
"9688",26.834
"9689",29.748
"9690",30.002
"9691",27.708
"9692",23.983
"9693",28.224
"9694",28.587
"9695",28.667
"9696",28.48
"9697",30.129
"9698",24.226
"9699",28.321
"9700",29.127
"9701",28.934
"9702",26.217
"9703",29.801
"9704",27.091
"9705",26.813
"9706",23.186
"9707",28.559
"9708",23.218
"9709",33.607
"9710",25.935
"9711",30.581
"9712",30.501
"9713",29.648
"9714",29.915
"9715",22.946
"9716",31.33
"9717",26.015
"9718",28.835
"9719",23.414
"9720",32.065
"9721",31.149
"9722",27.557
"9723",25.266
"9724",26.596
"9725",25.707
"9726",26.187
"9727",29.155
"9728",25.757
"9729",31.014
"9730",30.601
"9731",31.497
"9732",36.044
"9733",31.476
"9734",27.939
"9735",25.384
"9736",28.293
"9737",27.436
"9738",30.482
"9739",27.465
"9740",27.806
"9741",25.283
"9742",27.507
"9743",31.198
"9744",25.844
"9745",28.216
"9746",28.527
"9747",25.46
"9748",27.179
"9749",29.423
"9750",24.346
"9751",29.974
"9752",24.573
"9753",28.129
"9754",29.808
"9755",29.784
"9756",26.657
"9757",31.193
"9758",25.709
"9759",23.069
"9760",26.455
"9761",30.372
"9762",26.459
"9763",25.636
"9764",27.557
"9765",31.027
"9766",31.159
"9767",25.369
"9768",28.41
"9769",30.536
"9770",27.054
"9771",24.524
"9772",22.981
"9773",30.158
"9774",29.947
"9775",31.23
"9776",28.972
"9777",24.188
"9778",28.68
"9779",29.361
"9780",31.494
"9781",27.646
"9782",31.06
"9783",28.264
"9784",31.211
"9785",27.711
"9786",30.195
"9787",27.263
"9788",27.792
"9789",27.763
"9790",28.702
"9791",26.285
"9792",24.326
"9793",27.578
"9794",28.655
"9795",27.459
"9796",28.591
"9797",27.884
"9798",26.795
"9799",25.41
"9800",32.49
"9801",28.661
"9802",29.1
"9803",28.794
"9804",29.011
"9805",25.865
"9806",28.604
"9807",28.741
"9808",28.294
"9809",27.582
"9810",31.411
"9811",27.84
"9812",28.345
"9813",24.189
"9814",24.522
"9815",29.156
"9816",30.497
"9817",26.325
"9818",26.408
"9819",29.674
"9820",31.508
"9821",30.416
"9822",26.257
"9823",30.488
"9824",25.352
"9825",31.466
"9826",26.053
"9827",26.84
"9828",25.5
"9829",28.098
"9830",28.388
"9831",31.253
"9832",25.098
"9833",26.201
"9834",33.204
"9835",25.759
"9836",31.595
"9837",27.782
"9838",27.72
"9839",23.492
"9840",30.268
"9841",24.071
"9842",30.353
"9843",24.498
"9844",29.77
"9845",29.811
"9846",28.241
"9847",29.126
"9848",30.591
"9849",29.944
"9850",24.886
"9851",28.564
"9852",30.814
"9853",27.392
"9854",29.636
"9855",31.989
"9856",27.239
"9857",25.696
"9858",27.778
"9859",25.345
"9860",27.195
"9861",28.621
"9862",30.585
"9863",27.105
"9864",23.562
"9865",24.262
"9866",24.573
"9867",28.385
"9868",30.083
"9869",29.304
"9870",28.781
"9871",24.215
"9872",28.712
"9873",30.116
"9874",30.23
"9875",30.819
"9876",26.688
"9877",27.387
"9878",26.286
"9879",24.283
"9880",27.591
"9881",29.85
"9882",31.068
"9883",27.951
"9884",30.096
"9885",24.818
"9886",26.338
"9887",30.676
"9888",28.295
"9889",28.266
"9890",23.6
"9891",28.236
"9892",21.236
"9893",29.107
"9894",28.854
"9895",32.578
"9896",25.592
"9897",29.594
"9898",31.668
"9899",26.46
"9900",28.692
"9901",25.618
"9902",28.814
"9903",29.103
"9904",30.516
"9905",28.373
"9906",28.465
"9907",29.79
"9908",28.97
"9909",26.837
"9910",27.2
"9911",27.169
"9912",24.872
"9913",24.599
"9914",30.692
"9915",31.722
"9916",25.349
"9917",31.112
"9918",29.738
"9919",26.955
"9920",29.298
"9921",23.762
"9922",28.857
"9923",29.458
"9924",28.466
"9925",29.94
"9926",29.31
"9927",26.47
"9928",25.099
"9929",31.691
"9930",29.367
"9931",26.246
"9932",27.555
"9933",28.101
"9934",28.816
"9935",28.07
"9936",29.675
"9937",32.861
"9938",30.892
"9939",31.899
"9940",32.022
"9941",27.38
"9942",25.203
"9943",30.112
"9944",30.153
"9945",27.941
"9946",24.667
"9947",25.954
"9948",30.68
"9949",29.9
"9950",28.999
"9951",28.542
"9952",28.543
"9953",23.234
"9954",27.582
"9955",29.821
"9956",24.085
"9957",27.21
"9958",25.948
"9959",26.68
"9960",33.302
"9961",29.911
"9962",25.625
"9963",32.187
"9964",24.493
"9965",30.972
"9966",27.384
"9967",27.024
"9968",29.648
"9969",29.74
"9970",28.988
"9971",27.758
"9972",29.405
"9973",25.704
"9974",26.56
"9975",26.2
"9976",29.841
"9977",24.765
"9978",29.751
"9979",24.666
"9980",29.463
"9981",25.723
"9982",24.312
"9983",24.007
"9984",27.165
"9985",27.278
"9986",29.679
"9987",28.349
"9988",28.442
"9989",26.736
"9990",26.939
"9991",31.335
"9992",30.32
"9993",28.422
"9994",25.855
"9995",27.997
"9996",28.426
"9997",24.448
"9998",25.869
"9999",32.748
"10000",31.222
